DEPTH,GR,RES,PHIE,RHOB,Class,Unique_Class_Num
5496.25,14.337,50.868,0.3214,2.112,"1, 2, 4",3
5496.5,14.774,42.985,0.3193,2.115,"1, 2, 4",3
5496.75,15.723,34.304,0.3205,2.112,"1, 2, 4",3
5497,16.638,27.48,0.326,2.102,"1, 2, 4",3
5497.25,17.708,22.96,0.332,2.091,"1, 2, 4",3
5497.5,18.762,20.113,0.3392,2.078,"1, 2, 4",3
5497.75,19.362,18.409,0.3479,2.063,"1, 2, 4",3
5498,19.734,17.509,0.3531,2.054,"1, 2, 4",3
5498.25,20.342,17.205,0.3545,2.051,"1, 2, 4",3
5498.5,20.974,17.381,0.3565,2.047,"1, 2, 4",3
5498.75,21.234,17.943,0.3575,2.045,"1, 2, 4",3
5499,21.145,18.812,0.3497,2.058,"1, 2, 4",3
5499.25,20.674,19.909,0.3464,2.064,"1, 2, 4",3
5499.5,19.921,20.987,0.3536,2.053,"1, 2, 4",3
5499.75,19.418,21.867,0.357,2.048,"1, 2, 4",3
5500,19.483,22.046,0.3527,2.055,"1, 2, 4",3
5500.25,19.726,21.916,0.3476,2.063,"1, 2, 4",3
5500.5,19.686,21.053,0.3404,2.075,"1, 2, 4",3
5500.75,19.264,19.666,0.3352,2.084,"1, 2, 4",3
5501,18.738,18.062,0.338,2.08,"1, 2, 4",3
5501.25,18.559,16.589,0.3369,2.082,"1, 2, 4",3
5501.5,18.689,15.421,0.3386,2.079,"1, 2, 4",3
5501.75,18.81,14.7,0.3428,2.072,"1, 2, 4",3
5502,18.81,14.33,0.3434,2.071,"1, 2, 4",3
5502.25,18.567,14.293,0.3393,2.078,"1, 2, 4",3
5502.5,18.186,14.798,0.3353,2.085,"1, 2, 4",3
5502.75,18.324,15.789,0.3316,2.091,"1, 2, 4",3
5503,18.916,17.286,0.3227,2.105,"1, 2, 4",3
5503.25,19.11,19.444,0.311,2.124,"1, 2, 4",3
5503.5,19.11,22.183,0.3098,2.126,"1, 2, 4",3
5503.75,19.378,25.213,0.3126,2.121,"1, 2, 4",3
5504,19.572,27.919,0.3113,2.123,"1, 2, 4",3
5504.25,19.694,29.492,0.3045,2.134,"1, 2, 4",3
5504.5,19.864,29.526,0.2947,2.15,"1, 2, 4",3
5504.75,20.213,28.201,0.2932,2.152,"1, 2, 4",3
5505,20.642,26.464,0.2911,2.155,"1, 2, 4",3
5505.25,20.772,25.035,0.2898,2.157,"1, 2, 4",3
5505.5,20.553,24.327,0.2917,2.154,"1, 2, 4",3
5505.75,19.969,24.151,0.2921,2.154,"1, 2, 4",3
5506,19.362,24.795,0.2883,2.161,"1, 2, 4",3
5506.25,18.932,26.764,0.2886,2.161,"1, 2, 4",3
5506.5,18.486,29.207,0.2895,2.16,"1, 2, 4",3
5506.75,18.154,33.44,0.2903,2.159,"1, 2, 4",3
5507,17.83,39.437,0.276,2.183,"1, 2, 3, 4",2
5507.25,17.303,48.492,0.2623,2.206,"1, 2, 3, 4",2
5507.5,16.833,60.862,0.2639,2.204,"1, 2, 3, 4",2
5507.75,16.655,69.654,0.2743,2.187,"1, 2, 3, 4",2
5508,16.638,56.008,0.2743,2.187,"1, 2, 3, 4",2
5508.25,16.63,53.813,0.2652,2.202,"1, 2, 3, 4",2
5508.5,16.574,48.126,0.2598,2.211,"1, 2, 3, 4",2
5508.75,16.363,55.144,0.2617,2.208,"1, 2, 3, 4",2
5509,16.217,42.53,0.2703,2.194,"1, 2, 3, 4",2
5509.25,16.258,31.148,0.2813,2.176,"1, 2, 4",3
5509.5,16.217,23.933,0.291,2.16,"1, 2, 4",3
5509.75,16.266,19.602,0.2983,2.148,"1, 2, 4",3
5510,16.574,16.917,0.3011,2.143,"1, 2, 4",3
5510.25,16.898,15.181,0.2985,2.147,"1, 2, 4",3
5510.5,17.133,14.508,0.2995,2.145,"1, 2, 4",3
5510.75,17.546,14.55,0.3017,2.141,"1, 2, 4",3
5511,18.373,15.215,0.2957,2.15,"1, 2, 4",3
5511.25,18.997,16.391,0.2873,2.163,"1, 2, 4",3
5511.5,18.981,18.114,0.2886,2.161,"1, 2, 4",3
5511.75,18.705,20.159,0.2918,2.156,"1, 2, 4",3
5512,18.219,22.102,0.2909,2.158,"1, 2, 4",3
5512.25,17.554,23.573,0.2841,2.17,"1, 2, 4",3
5512.5,16.784,24.261,0.2773,2.182,"1, 2, 3, 4",2
5512.75,16.071,24.08,0.2704,2.194,"1, 2, 3, 4",2
5513,15.755,23.331,0.2688,2.197,"1, 2, 3, 4",2
5513.25,15.342,22.535,0.2685,2.198,"1, 2, 3, 4",2
5513.5,14.807,22.049,0.2694,2.197,"1, 2, 3, 4",2
5513.75,14.653,22.234,0.2726,2.192,"1, 2, 3, 4",2
5514,14.612,22.956,0.2756,2.187,"1, 2, 3, 4",2
5514.25,14.823,24.447,0.2773,2.184,"1, 2, 3, 4",2
5514.5,15.334,26.889,0.2776,2.183,"1, 2, 3, 4",2
5514.75,15.771,30.479,0.2804,2.178,"1, 2, 4",3
5515,16.112,35.719,0.2826,2.174,"1, 2, 4",3
5515.25,16.079,42.213,0.2747,2.187,"1, 2, 3, 4",2
5515.5,15.783,46.802,0.2633,2.206,"1, 2, 3, 4",2
5515.75,15.684,44.732,0.2579,2.215,"1, 2, 3, 4",2
5516,15.841,41.13,0.253,2.223,"1, 2, 3, 4",2
5516.25,16.23,39.386,0.2448,2.236,"1, 2, 3, 4",2
5516.5,16.603,34.958,0.2391,2.245,"1, 2, 3, 4",2
5516.75,16.92,28.458,0.2292,2.261,"1, 2, 3, 4",2
5517,17.264,22.792,0.2332,2.254,"1, 2, 3, 4",2
5517.25,17.436,18.786,0.2458,2.233,"1, 2, 3, 4",2
5517.5,17.468,16.213,0.2604,2.209,"1, 2, 3, 4",2
5517.75,17.522,14.547,0.2713,2.191,"1, 2, 3, 4",2
5518,17.475,13.827,0.2768,2.182,"1, 2, 3, 4",2
5518.25,17.172,13.526,0.2813,2.175,"1, 2, 4",3
5518.5,17.147,13.59,0.2904,2.16,"1, 2, 4",3
5518.75,17.31,14.448,0.3006,2.143,"1, 2, 4",3
5519,16.87,16.005,0.3131,2.123,"1, 2, 4",3
5519.25,16.259,18.397,0.3104,2.128,"1, 2, 4",3
5519.5,16.014,22.172,0.3003,2.145,"1, 2, 4",3
5519.75,16.16,27.85,0.302,2.142,"1, 2, 4",3
5520,16.501,35.95,0.3072,2.133,"1, 2, 4",3
5520.25,16.452,45.12,0.3018,2.142,"1, 2, 4",3
5520.5,15.925,50.138,0.2955,2.153,"1, 2, 4",3
5520.75,14.896,61.249,0.2913,2.161,"1, 2, 4",3
5521,13.826,81.754,0.2919,2.161,"2, 4",8
5521.25,13.761,62.017,0.2926,2.16,"1, 2, 4",3
5521.5,14.434,44.799,0.2994,2.148,"1, 2, 4",3
5521.75,14.872,34.778,0.3089,2.132,"1, 2, 4",3
5522,14.823,28.492,0.3162,2.12,"1, 2, 4",3
5522.25,14.839,24.233,0.3205,2.113,"1, 2, 4",3
5522.5,15.431,21.118,0.3256,2.104,"1, 2, 4",3
5522.75,16.395,19.71,0.3262,2.102,"1, 2, 4",3
5523,17.465,19.355,0.32,2.111,"1, 2, 4",3
5523.25,18.592,19.858,0.3052,2.134,"1, 2, 4",3
5523.5,19.864,21.035,0.2959,2.148,"1, 2, 4",3
5523.75,21.266,22.746,0.2943,2.149,"1, 2, 4",3
5524,22.352,24.468,0.2911,2.153,"1, 2, 4",3
5524.25,22.919,25.454,0.2803,2.17,"1, 2, 4",3
5524.5,22.91,25.706,0.2742,2.18,"1, 2, 3, 4",2
5524.75,22.647,24.39,0.2708,2.186,"1, 2, 3, 4",2
5525,22.524,22.624,0.2678,2.191,"1, 2, 3, 4",2
5525.25,22.143,20.991,0.2785,2.174,"1, 2, 3, 4",2
5525.5,21.584,19.781,0.291,2.154,"1, 2, 4",3
5525.75,20.725,19.093,0.3105,2.123,"1, 2, 4",3
5526,19.209,18.509,0.3316,2.09,"1, 2, 4",3
5526.25,17.961,17.899,0.347,2.066,"1, 2, 4",3
5526.5,17.564,17.017,0.354,2.055,"1, 2, 4",3
5526.75,17.679,15.968,0.3569,2.05,"1, 2, 4",3
5527,17.812,14.511,0.355,2.053,"1, 2, 4",3
5527.25,17.652,12.74,0.3509,2.06,"1, 2, 4",3
5527.5,17.498,11.126,0.3358,2.085,"1, 2, 4",3
5527.75,17.303,9.694,0.3335,2.089,"1, 2, 4",3
5528,17.392,8.539,0.3346,2.087,"1, 2, 4",3
5528.25,18.827,7.617,0.3251,2.101,"1, 2, 4",3
5528.5,21.25,6.889,0.3119,2.12,"1, 2, 4",3
5528.75,23.9,6.322,0.3027,2.132,"1, 2, 4",3
5529,26.51,5.899,0.2946,2.142,"1, 2, 4",3
5529.25,28.325,5.616,0.2944,2.14,"1, 2, 4",3
5529.5,29.581,5.502,0.2994,2.13,"1, 2, 4",3
5529.75,30.813,5.522,0.3063,2.117,"1, 2, 4",3
5530,31.478,5.708,0.3076,2.114,"1, 2, 4",3
5530.25,31.064,6.093,0.3146,2.103,"1, 2, 4",3
5530.5,29.338,6.742,0.3221,2.093,"1, 2, 4",3
5530.75,26.785,7.788,0.326,2.09,"1, 2, 4",3
5531,23.819,9.509,0.3259,2.094,"1, 2, 4",3
5531.25,20.772,12.538,0.311,2.122,"1, 2, 4",3
5531.5,18.64,18.679,0.2967,2.148,"1, 2, 4",3
5531.75,17.117,35.318,0.2941,2.154,"1, 2, 4",3
5532,15.763,51.964,0.2925,2.158,"1, 2, 4",3
5532.25,15.074,52.524,0.2814,2.177,"1, 2, 4",3
5532.5,14.783,90.03,0.2634,2.207,"2, 3, 4",7
5532.75,14.507,167.756,0.2465,2.235,"2, 3, 4",7
5533,14.199,340.964,0.2364,2.252,"2, 3, 4",7
5533.25,14.069,751.244,0.2365,2.252,"2, 3, 4",7
5533.5,14.483,1693.061,0.2508,2.228,"2, 3, 4",7
5533.75,14.993,3007.282,0.2614,2.21,"2, 3, 4",7
5534,15.212,2860.583,0.2716,2.193,"2, 3, 4",7
5534.25,15.334,1802.502,0.2819,2.176,"2, 4",8
5534.5,15.301,1081.15,0.288,2.166,"2, 4",8
5534.75,15.309,685.81,0.2922,2.159,"2, 4",8
5535,15.674,464.384,0.2932,2.157,"2, 4",8
5535.25,16.517,331.764,0.2914,2.159,"2, 4",8
5535.5,17.433,245.724,0.2762,2.183,"2, 3, 4",7
5535.75,17.449,185.233,0.2525,2.222,"2, 3, 4",7
5536,16.938,140.074,0.2437,2.237,"2, 3, 4",7
5536.25,16.801,105.597,0.2444,2.236,"2, 3, 4",7
5536.5,17.036,79.565,0.2437,2.237,"1, 2, 3, 4",2
5536.75,17.627,66.299,0.2402,2.242,"1, 2, 3, 4",2
5537,18.13,54.234,0.2436,2.236,"1, 2, 3, 4",2
5537.25,18.162,40.391,0.2496,2.226,"1, 2, 3, 4",2
5537.5,17.862,31.185,0.2644,2.202,"1, 2, 3, 4",2
5537.75,17.498,25.244,0.2871,2.165,"1, 2, 4",3
5538,17.498,21.167,0.3066,2.133,"1, 2, 4",3
5538.25,18.032,17.999,0.3196,2.111,"1, 2, 4",3
5538.5,18.697,15.454,0.3313,2.091,"1, 2, 4",3
5538.75,18.843,13.453,0.3391,2.078,"1, 2, 4",3
5539,18.462,11.957,0.3442,2.07,"1, 2, 4",3
5539.25,18.178,10.893,0.3347,2.086,"1, 2, 4",3
5539.5,18.203,10.133,0.3256,2.101,"1, 2, 4",3
5539.75,18.259,9.563,0.3116,2.124,"1, 2, 4",3
5540,18.138,9.086,0.3031,2.138,"1, 2, 4",3
5540.25,17.822,8.617,0.3052,2.135,"1, 2, 4",3
5540.5,17.489,8.087,0.3121,2.124,"1, 2, 4",3
5540.75,17.376,7.455,0.3213,2.109,"1, 2, 4",3
5541,17.506,6.753,0.3291,2.096,"1, 2, 4",3
5541.25,17.562,6.076,0.3272,2.099,"1, 2, 4",3
5541.5,18.267,5.547,0.3243,2.103,"1, 2, 4",3
5541.75,20.52,5.213,0.3179,2.111,"1, 2, 4",3
5542,23.438,5.157,0.3152,2.112,"1, 2, 4",3
5542.25,26.056,5.292,0.3144,2.11,"1, 2, 4",3
5542.5,28.252,5.685,0.3084,2.117,"1, 2, 4",3
5542.75,29.897,6.391,0.2949,2.137,"1, 2, 4",3
5543,30.894,7.534,0.2819,2.157,"1, 2, 4",3
5543.25,31.494,9.417,0.2735,2.17,"1, 2, 3, 4",2
5543.5,32.264,12.609,0.2698,2.175,"1, 2, 3, 4",2
5543.75,32.223,18.915,0.2716,2.172,"1, 2, 3, 4",2
5544,30.116,31.839,0.2789,2.163,"1, 2, 3, 4",2
5544.25,27.101,33.755,0.2887,2.151,"1, 2, 4",3
5544.5,24.33,54.398,0.2829,2.164,"1, 2, 4",3
5544.75,22.093,94.583,0.2754,2.179,"2, 3, 4",7
5545,20.415,175.841,0.2803,2.173,"2, 4",8
5545.25,19.029,326.801,0.2867,2.164,"2, 4",8
5545.5,17.992,475.051,0.2947,2.152,"2, 4",8
5545.75,17.254,406.192,0.2988,2.146,"2, 4",8
5546,16.606,249.248,0.3011,2.143,"2, 4",8
5546.25,15.998,147.648,0.3033,2.14,"2, 4",8
5546.5,15.755,93.245,0.3023,2.142,"2, 4",8
5546.75,15.941,63.893,0.3082,2.132,"1, 2, 4",3
5547,15.804,47.446,0.3053,2.137,"1, 2, 4",3
5547.25,15.22,37.972,0.2838,2.173,"1, 2, 4",3
5547.5,14.766,32.517,0.2804,2.179,"1, 2, 4",3
5547.75,14.369,28.484,0.2898,2.164,"1, 2, 4",3
5548,13.818,26.567,0.2925,2.16,"1, 2, 4",3
5548.25,13.753,26.205,0.2901,2.164,"1, 2, 4",3
5548.5,14.426,28.323,0.2885,2.166,"1, 2, 4",3
5548.75,14.71,32.009,0.2871,2.168,"1, 2, 4",3
5549,14.483,33.063,0.286,2.17,"1, 2, 4",3
5549.25,14.807,30.804,0.2846,2.172,"1, 2, 4",3
5549.5,15.39,28.716,0.2867,2.168,"1, 2, 4",3
5549.75,15.917,27.232,0.2888,2.164,"1, 2, 4",3
5550,16.655,25.869,0.2956,2.152,"1, 2, 4",3
5550.25,17.079,23.882,0.2996,2.145,"1, 2, 4",3
5550.5,17.134,21.753,0.3068,2.133,"1, 2, 4",3
5550.75,17.186,19.771,0.3092,2.129,"1, 2, 4",3
5551,17.413,18.163,0.3145,2.12,"1, 2, 4",3
5551.25,17.697,17.089,0.3192,2.112,"1, 2, 4",3
5551.5,17.681,16.543,0.3198,2.111,"1, 2, 4",3
5551.75,17.875,16.498,0.3045,2.136,"1, 2, 4",3
5552,18.289,16.916,0.3048,2.135,"1, 2, 4",3
5552.25,18.507,17.731,0.3096,2.127,"1, 2, 4",3
5552.5,18.682,18.815,0.304,2.136,"1, 2, 4",3
5552.75,18.611,19.963,0.2985,2.145,"1, 2, 4",3
5553,18.357,20.912,0.2932,2.154,"1, 2, 4",3
5553.25,17.959,21.466,0.2868,2.165,"1, 2, 4",3
5553.5,17.643,21.631,0.2822,2.173,"1, 2, 4",3
5553.75,17.522,21.569,0.2719,2.19,"1, 2, 3, 4",2
5554,17.011,21.479,0.2729,2.189,"1, 2, 3, 4",2
5554.25,16.209,21.49,0.2758,2.185,"1, 2, 3, 4",2
5554.5,15.39,21.616,0.2836,2.173,"1, 2, 4",3
5554.75,14.969,21.799,0.2924,2.159,"1, 2, 4",3
5555,15.082,21.961,0.2972,2.151,"1, 2, 4",3
5555.25,15.147,22.096,0.2972,2.151,"1, 2, 4",3
5555.5,15.228,22.268,0.2965,2.152,"1, 2, 4",3
5555.75,15.301,22.621,0.2952,2.154,"1, 2, 4",3
5556,15.236,23.342,0.2935,2.157,"1, 2, 4",3
5556.25,15.139,24.612,0.2832,2.174,"1, 2, 4",3
5556.5,15.018,26.583,0.279,2.181,"1, 2, 3, 4",2
5556.75,15.066,29.321,0.2814,2.177,"1, 2, 4",3
5557,15.001,32.682,0.2821,2.176,"1, 2, 4",3
5557.25,14.604,35.702,0.2775,2.184,"1, 2, 3, 4",2
5557.5,14.288,37.625,0.2783,2.183,"1, 2, 3, 4",2
5557.75,14.385,36.46,0.2812,2.178,"1, 2, 4",3
5558,14.847,33.442,0.2822,2.176,"1, 2, 4",3
5558.25,15.277,30.368,0.2819,2.176,"1, 2, 4",3
5558.5,15.52,28.04,0.2842,2.172,"1, 2, 4",3
5558.75,15.771,26.537,0.2889,2.164,"1, 2, 4",3
5559,16.095,26.138,0.2911,2.16,"1, 2, 4",3
5559.25,16.638,27.672,0.2883,2.164,"1, 2, 4",3
5559.5,17.246,29.962,0.2861,2.167,"1, 2, 4",3
5559.75,17.652,33.93,0.2852,2.168,"1, 2, 4",3
5560,17.951,39.659,0.285,2.168,"1, 2, 4",3
5560.25,18.089,46.638,0.2819,2.173,"1, 2, 4",3
5560.5,18.267,54.198,0.2799,2.176,"1, 2, 3, 4",2
5560.75,18.673,60.056,0.2784,2.178,"1, 2, 3, 4",2
5561,18.924,61.625,0.2722,2.188,"1, 2, 3, 4",2
5561.25,18.997,60.852,0.2655,2.199,"1, 2, 3, 4",2
5561.5,18.875,54.893,0.2613,2.206,"1, 2, 3, 4",2
5561.75,18.543,47.079,0.2639,2.202,"1, 2, 3, 4",2
5562,18.373,39.709,0.2677,2.196,"1, 2, 3, 4",2
5562.25,18.178,33.652,0.2745,2.185,"1, 2, 3, 4",2
5562.5,17.968,28.448,0.2801,2.176,"1, 2, 4",3
5562.75,17.919,24.214,0.285,2.168,"1, 2, 4",3
5563,17.784,20.119,0.2857,2.167,"1, 2, 4",3
5563.25,17.775,16.725,0.2815,2.174,"1, 2, 4",3
5563.5,17.818,14.103,0.279,2.178,"1, 2, 3, 4",2
5563.75,17.883,12.142,0.2759,2.183,"1, 2, 3, 4",2
5564,18.361,10.779,0.2647,2.201,"1, 2, 3, 4",2
5564.25,18.832,9.834,0.2528,2.22,"1, 2, 3, 4",2
5564.5,18.629,9.133,0.2493,2.226,"1, 2, 3, 4",2
5564.75,17.802,8.562,0.2523,2.222,"1, 2, 3, 4",2
5565,17.194,7.988,0.249,2.228,"1, 2, 3, 4",2
5565.25,17.183,7.375,0.2436,2.237,"1, 2, 3, 4",2
5565.5,17.039,6.751,0.2358,2.25,"1, 2, 3, 4",2
5565.75,16.809,6.174,0.2329,2.255,"1, 2, 3, 4",2
5566,17.125,5.707,0.2363,2.249,"1, 2, 3, 4",2
5566.25,17.611,5.4,0.2427,2.238,"1, 2, 3, 4",2
5566.5,18.267,5.286,0.2495,2.226,"1, 2, 3, 4",2
5566.75,19.613,5.382,0.2553,2.215,"1, 2, 3, 4",2
5567,21.039,5.69,0.261,2.204,"1, 2, 3, 4",2
5567.25,21.55,6.206,0.2673,2.193,"1, 2, 3, 4",2
5567.5,21.315,6.929,0.2742,2.182,"1, 2, 3, 4",2
5567.75,21.185,7.879,0.2755,2.18,"1, 2, 3, 4",2
5568,21.161,9.133,0.2682,2.192,"1, 2, 3, 4",2
5568.25,20.65,10.886,0.2643,2.199,"1, 2, 3, 4",2
5568.5,19.88,13.54,0.2734,2.185,"1, 2, 3, 4",2
5568.75,18.9,17.927,0.2789,2.177,"1, 2, 3, 4",2
5569,17.465,25.708,0.2756,2.184,"1, 2, 3, 4",2
5569.25,16.217,38.708,0.2776,2.182,"1, 2, 3, 4",2
5569.5,15.642,40.906,0.2762,2.185,"1, 2, 3, 4",2
5569.75,15.552,57.167,0.2793,2.18,"1, 2, 3, 4",2
5570,15.698,75.169,0.2834,2.173,"1, 2, 4",3
5570.25,16.136,86.201,0.2905,2.161,"2, 4",8
5570.5,16.817,84.472,0.2943,2.154,"2, 4",8
5570.75,17.222,75.155,0.2989,2.146,"1, 2, 4",3
5571,17.254,65.459,0.3043,2.137,"1, 2, 4",3
5571.25,17.368,58.305,0.3036,2.138,"1, 2, 4",3
5571.5,17.441,53.889,0.2951,2.152,"1, 2, 4",3
5571.75,17.441,51.596,0.2823,2.173,"1, 2, 4",3
5572,17.538,50.652,0.2689,2.195,"1, 2, 3, 4",2
5572.25,17.392,50.229,0.2647,2.202,"1, 2, 3, 4",2
5572.5,16.711,50.397,0.2652,2.202,"1, 2, 3, 4",2
5572.75,15.674,51.808,0.2689,2.197,"1, 2, 3, 4",2
5573,14.864,50.261,0.267,2.201,"1, 2, 3, 4",2
5573.25,14.556,47.109,0.2592,2.214,"1, 2, 3, 4",2
5573.5,14.588,40.576,0.2562,2.219,"1, 2, 3, 4",2
5573.75,14.985,34.694,0.2584,2.215,"1, 2, 3, 4",2
5574,15.423,29.238,0.2678,2.199,"1, 2, 3, 4",2
5574.25,15.698,25.12,0.2743,2.188,"1, 2, 3, 4",2
5574.5,16.363,22.014,0.2788,2.18,"1, 2, 3, 4",2
5574.75,17.457,19.78,0.2835,2.171,"1, 2, 4",3
5575,18.348,18.261,0.2841,2.169,"1, 2, 4",3
5575.25,18.648,17.319,0.2845,2.168,"1, 2, 4",3
5575.5,18.421,16.87,0.281,2.174,"1, 2, 4",3
5575.75,17.854,16.749,0.2717,2.19,"1, 2, 3, 4",2
5576,17.376,17.263,0.2568,2.215,"1, 2, 3, 4",2
5576.25,17.263,18.264,0.2453,2.234,"1, 2, 3, 4",2
5576.5,17.117,19.929,0.2454,2.234,"1, 2, 3, 4",2
5576.75,16.557,21.964,0.2495,2.228,"1, 2, 3, 4",2
5577,15.601,23.616,0.2476,2.232,"1, 2, 3, 4",2
5577.25,14.969,24.111,0.2377,2.249,"1, 2, 3, 4",2
5577.5,15.074,23.241,0.2285,2.264,"1, 2, 3, 4",2
5577.75,15.236,21.384,0.2388,2.247,"1, 2, 3, 4",2
5578,15.439,19.115,0.2484,2.231,"1, 2, 3, 4",2
5578.25,15.804,16.877,0.2542,2.221,"1, 2, 3, 4",2
5578.5,15.877,15.144,0.2584,2.214,"1, 2, 3, 4",2
5578.75,16.144,13.974,0.2637,2.205,"1, 2, 3, 4",2
5579,17.117,13.605,0.2691,2.195,"1, 2, 3, 4",2
5579.25,18.357,13.724,0.2732,2.187,"1, 2, 3, 4",2
5579.5,19.062,14.526,0.2672,2.196,"1, 2, 3, 4",2
5579.75,19.054,16.111,0.2636,2.202,"1, 2, 3, 4",2
5580,19.143,18.659,0.2562,2.214,"1, 2, 3, 4",2
5580.25,19.37,22.457,0.2597,2.208,"1, 2, 3, 4",2
5580.5,19.353,28.154,0.2786,2.177,"1, 2, 3, 4",2
5580.75,19.208,36.385,0.2933,2.153,"1, 2, 4",3
5581,18.6,47.213,0.2979,2.146,"1, 2, 4",3
5581.25,17.384,56.146,0.2988,2.146,"1, 2, 4",3
5581.5,16.047,57.785,0.3027,2.141,"1, 2, 4",3
5581.75,14.977,60.222,0.3094,2.131,"1, 2, 4",3
5582,14.612,63.776,0.3121,2.127,"1, 2, 4",3
5582.25,14.872,57.105,0.3107,2.129,"1, 2, 4",3
5582.5,14.855,44.339,0.3162,2.12,"1, 2, 4",3
5582.75,14.507,33.306,0.3237,2.108,"1, 2, 4",3
5583,14.41,25.799,0.328,2.101,"1, 2, 4",3
5583.25,14.466,20.8,0.3225,2.11,"1, 2, 4",3
5583.5,14.507,17.739,0.3146,2.123,"1, 2, 4",3
5583.75,14.612,16.082,0.3091,2.132,"1, 2, 4",3
5584,14.977,15.46,0.3088,2.132,"1, 2, 4",3
5584.25,15.366,15.515,0.308,2.133,"1, 2, 4",3
5584.5,15.342,16.386,0.3086,2.132,"1, 2, 4",3
5584.75,15.463,17.714,0.3079,2.133,"1, 2, 4",3
5585,15.731,19.214,0.3187,2.115,"1, 2, 4",3
5585.25,15.706,20.395,0.3315,2.094,"1, 2, 4",3
5585.5,15.852,20.881,0.3374,2.084,"1, 2, 4",3
5585.75,16.12,20.62,0.3373,2.084,"1, 2, 4",3
5586,16.371,19.92,0.342,2.076,"1, 2, 4",3
5586.25,16.557,19.176,0.3473,2.067,"1, 2, 4",3
5586.5,16.444,18.781,0.3547,2.055,"1, 2, 4",3
5586.75,16.371,18.893,0.3523,2.059,"1, 2, 4",3
5587,16.371,19.388,0.3535,2.057,"1, 2, 4",3
5587.25,16.225,20.368,0.3536,2.057,"1, 2, 4",3
5587.5,16.241,21.854,0.3487,2.065,"1, 2, 4",3
5587.75,16.493,23.95,0.3395,2.08,"1, 2, 4",3
5588,16.582,26.965,0.3388,2.081,"1, 2, 4",3
5588.25,16.671,31.394,0.3412,2.077,"1, 2, 4",3
5588.5,16.898,38.553,0.3362,2.085,"1, 2, 4",3
5588.75,16.792,50.184,0.3289,2.097,"1, 2, 4",3
5589,16.598,59.573,0.3333,2.09,"1, 2, 4",3
5589.25,16.549,48.877,0.3315,2.093,"1, 2, 4",3
5589.5,16.428,47.593,0.3188,2.114,"1, 2, 4",3
5589.75,16.274,54.633,0.3116,2.126,"1, 2, 4",3
5590,16.063,49.371,0.3112,2.127,"1, 2, 4",3
5590.25,16.104,34.876,0.3118,2.126,"1, 2, 4",3
5590.5,16.128,26.334,0.3154,2.12,"1, 2, 4",3
5590.75,15.787,21.505,0.3223,2.109,"1, 2, 4",3
5591,15.666,18.624,0.3303,2.096,"1, 2, 4",3
5591.25,15.666,17.07,0.3303,2.096,"1, 2, 4",3
5591.5,15.617,16.448,0.3291,2.098,"1, 2, 4",3
5591.75,15.625,16.502,0.3267,2.102,"1, 2, 4",3
5592,15.536,16.977,0.3255,2.104,"1, 2, 4",3
5592.25,15.334,17.914,0.3299,2.097,"1, 2, 4",3
5592.5,15.009,19.041,0.3252,2.105,"1, 2, 4",3
5592.75,14.961,20.19,0.3161,2.12,"1, 2, 4",3
5593,15.326,21.112,0.3232,2.108,"1, 2, 4",3
5593.25,15.544,21.736,0.3316,2.094,"1, 2, 4",3
5593.5,15.544,22.009,0.3267,2.102,"1, 2, 4",3
5593.75,15.496,22.044,0.3188,2.115,"1, 2, 4",3
5594,15.585,21.831,0.3188,2.115,"1, 2, 4",3
5594.25,15.86,21.177,0.3247,2.105,"1, 2, 4",3
5594.5,16.128,20.052,0.3288,2.098,"1, 2, 4",3
5594.75,16.339,18.574,0.3396,2.08,"1, 2, 4",3
5595,16.274,17.201,0.3481,2.066,"1, 2, 4",3
5595.25,16.128,16.152,0.35,2.063,"1, 2, 4",3
5595.5,16.298,15.697,0.3505,2.062,"1, 2, 4",3
5595.75,16.444,15.664,0.3523,2.059,"1, 2, 4",3
5596,16.566,16.237,0.3516,2.06,"1, 2, 4",3
5596.25,16.76,17.542,0.346,2.069,"1, 2, 4",3
5596.5,16.59,19.764,0.3321,2.092,"1, 2, 4",3
5596.75,16.266,23.151,0.336,2.086,"1, 2, 4",3
5597,16.031,28.27,0.3477,2.067,"1, 2, 4",3
5597.25,16.095,35.011,0.344,2.073,"1, 2, 4",3
5597.5,16.314,39.313,0.3372,2.084,"1, 2, 4",3
5597.75,16.079,37.438,0.3385,2.082,"1, 2, 4",3
5598,15.877,34.737,0.3386,2.082,"1, 2, 4",3
5598.25,16.079,36.103,0.3501,2.063,"1, 2, 4",3
5598.5,16.614,36.281,0.3588,2.048,"1, 2, 4",3
5598.75,17.457,31.546,0.3662,2.035,"1, 2, 4",3
5599,18.097,25.604,0.3712,2.026,"1, 2, 4",3
5599.25,18.373,20.979,0.3741,2.021,"1, 2, 4",3
5599.5,18.113,17.919,0.373,2.023,"1, 2, 4",3
5599.75,17.473,16.121,0.3723,2.025,"1, 2, 4",3
5600,17.027,15.052,0.3598,2.046,"1, 2, 4",3
5600.25,16.647,14.679,0.3448,2.071,"1, 2, 4",3
5600.5,16.33,14.904,0.3475,2.067,"1, 2, 4",3
5600.75,16.104,15.666,0.3458,2.07,"1, 2, 4",3
5601,15.706,16.894,0.3351,2.088,"1, 2, 4",3
5601.25,15.261,18.511,0.3299,2.097,"1, 2, 4",3
